message|labeller_id|label
Cientos de inmigrantes ilegales del CETI Melilla se manifiestan para exigir su traslado a la península|1|racist
🔎⚽️ Falsas muertes, audios apócrifos, vídeos virales y enfermedades nunca confirmadas…. Diego Armando Maradona fue blanco de numerosos bulos a lo largo de su vida. Enumeramos algunos de ellos 👇|1|non-racist
Eh, eh, eh! Hoy, doble combo de #HISTORIA: Las Sufragistas y El Cid, ganar batallas después de muertos. Con @PutoMikel y @herstoricas. Empezamos a las 10:00.|1|non-racist
💸 Más de 26 millones de los impuestos de los españoles destinados al recibimiento y trato de inmigrantes ilegales. Se ayuda y subvenciona a las ONG que colaboran con las mafias mientras se abandona a la Policía y a la Guardia Civil. 📢 #MotivosParaLaMoción|1|racist
@sophie_remi Me encantan los negros. Los negros buenos que trabajan y que no van atracando a ancianos por ahi. El resto a su país.|1|non-racist
📍CANARIAS🇮🇨 👉Apartamentos Puerto Rico. 🤬Sin restricciones para estos inmigrantes ilegales, no hay toque de queda😤 ◼️Que siga el TODO INCLUIDO, paga España‼️ #StopInmigraciónIlegal 📌Mientras, sigue la RUINA y los suicidios de los autónomos 😪 #LaÑEstáEnPeligro #SoloQuedaVox|1|racist
#Nospreguntáispor... las exageraciones y afirmaciones sin prueba del mensaje sobre qué “mata” los riñones. Esto es lo que sabemos. 👇|1|non-racist
↪️ Todos los líderes musulmanes moderados en Francia tienen vínculos con el salafismo, la Hermandad Musulmana o el partido de Erdogan. ↪️ Básicamente, significa que no hay un líder musulmán moderado en Francia. En Francia ni en ninguna otra parte., pero esto no se podía saber.|1|non-racist
📸 Cientos de inmigrantes ilegales de origen subsahariano son trasladados a complejos turísticos y lujosos hoteles al sur de Gran Canaria. Mientras que miles de españoles no pueden permitirse unas vacaciones.|1|racist
🔴 Continúa la tensión, los temporeros inmigrantes se saltan el cordón policial de Policía Nacional y Local en Albacete.|1|racist
Llegan a Almería dos nuevas pateras con 26 inmigrantes ilegales|1|racist
El Gobierno reconoce que deja libres en Madrid a los inmigrantes de Canarias rechazados por Italia|1|non-racist
Se llamaba Eleazar Benjamín Blandón Herrera|1|non-racist
🛑Pero lo importante es legislar para llamar ‘MENAs’ a los MENAs porque estigmatiza.|1|non-racist
"Fin del experimento sueco contra el coronavirus: ""Es una pesadilla que vuelve"". Por Iñigo Sáenz de Ugarte a través de @eldiarioes"|1|non-racist
Tengo muchas, muchas ganas de escuchar a @Seydou32343293. #RegularizacionYA es un proceso definido e impulsado por inmigrantes como él. España tiene mucha suerte de que alguien con su historia haya decidido establecerse aquí.|1|non-racist
Si consumir es un acto político, la primera batalla es la información. Imprescindible esta sección de @BrendaChavez_ con @Carrocombate y @nazaret_castro_:|1|non-racist
.@rvilasanjuan es, posiblemente, la voz más lúcida y mejor informada de nuestro país en el debate sobre la #VacunaCOVID19 y sus consecuencias globales. Esta publicación del @rielcano demuestra porqué.|1|non-racist
"""Lo que nos une como diáspora es que estamos todos fuera y compartimos la experiencia de haber sobrevivido”, dice la armenio española Luiza Grigoryan. La voz de Armenia en España durante la guerra en #NagornoKarabaj"|1|non-racist
@ingravito Gracias a vosotras por hacer música con el corazón. Un abrazo. ❤️|1|non-racist
📻 El cierre de comercios chinos en Madrid, los bulos sobre el Ingreso Mínimo que crean el caos y las mentiras sobre el #Orgullo2020 y las mascarillas ❌ Todo esto en #MalditaLaHora, nuestro podcast semanal para que no te la cuelen ¡Ya disponible aquí! 👇|1|non-racist
La distribución de los tuits se repartieron durante dos días previos para promocionar y el de la manifestación. La presencia del PRO, tanto de cuentas oficiales, como la de @nrperuyera que fue la cuenta con más RTs, como de los bots que difunden sus tuits predominó.|1|non-racist
Aquí el listado de las cuentas que más RTs recibieron. Kast recibe más de 3.700 tuits, además de ser de los primeros en lanzar el HT. Lo increíble es que hace tuits diciendo que todo fue un invento y que el chico se tiró solo por el puente.|1|non-racist
@HectorRivero3 Gracias de corazón, Héctor|1|non-racist
@CmeteelNorte El melón en todas sus versiones gana|1|non-racist
Esta señora que se ponga a investigar a su Sultán. El de Marruecos. El que no tiene dinero para atender a sus menas, pero sí para comprar armamento. ➡|1|non-racist
Otro cayuco con más de 80 inmigrantes ilegales llega al puerto tinerfeño de Los Cristianos escoltado por Salvamento Marítimo. 🔴 +400 de ilegales han llegado esta semana a Canarias. 🔴 +5.000 en lo que llevamos de año. 🔴 +130% respecto a 2019. 📢 #EfectoInvasión|1|racist
El 20% de los homicidios o asesinatos cometidos en el primer trimestre del año fueron por violencia de género|1|non-racist
🧔🏿 Cientos de inmigrantes de color negro contagiados de coronavirus se saltan el confinamiento y expanden el virus por Albacete a dispersión|1|racist
Más de 100 magrebíes intentan en el puerto de Melilla colarse en un ferry. ➡️ Varios guardias civiles heridos. ✴️Hay que ponerse en su lugar, están locos por llegar a España y pagarnos las pensiones 🤦🏻‍♂️🙆🏻‍♂️ #FueraInmigraciònIlegal #LaÑEstáEnPeligro|1|racist
Interior abre expediente a un policía por no realizar identificaciones injustificadas a inmigrantes ilegales|1|non-racist
Camacho y Mesa han pasado de participar en HT que tenían cientos de miles de tuits en horas a recibir 200 tuits e apoyo en una semana. De tener miles de RTs a apenas unas decenas. Durante la semana del golpe sus cuentas crecieron más de 100.000 seguidores.|1|non-racist
@Maria20SG20 @eldiarioes Instalaciones = una antigua fábrica de muebles y un polideportivo, todos en el mismo espacio en mitad de una pandemia. A lo mejor tú tampoco te irías.|1|non-racist
FUERA. Hasta los cojones de los delincuentes que se mantienen en España con nuestros impuestos. #MENASfuera|1|racist
Un estudio sugiere que la combinación de dos fármacos reduce a la mitad las muertes en los casos más graves de COVID-19 vía @eldiarioes|1|non-racist
‼️ Se dispara la cifra de inmigrantes ilegales en Canarias: más de 2.500 en 58 cayucos el fin de semana. El Gobierno no hace nada porque las consecuencias de la inmigración ilegal no las sufren ellos, las sufren los españoles en sus barrios. Por eso VOX exige #FronterasSeguras|1|racist
☝️De INTERÉS para todos aquellos Españoles parados, empresas arruinadas ETC...👉 📢Los Chiringuitos y los inmigrantes están de enhorabuena 👌 165 Millones de euros‼️ 📌MÁS EFECTO LLAMADA 👍 #StopInmigraciónIlegal #ESPAÑABRELOSOJOS #LaÑEstáEnPeligro|1|racist
🔴⚡ La Manada de Palma: cuatro inmigrantes magrebíes agreden y abusan sexualmente de una niña|1|racist
Francia y Países Bajos encabezan la lista de países europeos con más regularizaciones. ¿Quieres saber el puesto de España? Conoce más sobre regularización aquí. 👇|1|non-racist
#LeyTrans: todo lo que propone Igualdad en torno a la autodeterminación de género en un borrador muy similar al que presentó el PSOE en 2017. Te explicamos las claves de la mano de expertas.|1|non-racist
🔴Polémica en Irlanda por unas imágenes donde aparece un joven blanco siendo apuñalado repetidas veces por jóvenes negros como supuesta venganza por George Floyd. Se está promoviendo el #IrishLivesMatter como protesta por estos hechos.|1|racist
🛑Más de medio centenar de muertos en dos ataques de presuntos yihadistas en Níger. Lo que nadie te cuenta es que esos ataques van dirigidos especialmente contra los cristianos. Porque la vida de los negros les importa cuando hay intereses de por medio|1|racist
"📺 @monasterioR ""Yo no veo a las feministas estas que nos ponen murales en Ciudad Lineal hablar y manifestarse porque las educadores que están en los centros de menas son acosadas""."|1|non-racist
🔴 Un avión de reconocimiento de Frontex detecta 500 pateras preparadas para zarpar desde Mostaganem (Argelia). Fuentes policiales confirman que esperan que lleguen 5.000 inmigrantes ilegales en las próximas semanas. ¡ESTO HAY QUE PARARLO YA!|1|racist
Canarias revela que se han detectado «inmigrantes contagiados con tarjetas de embarque a la península»|1|unknown
Los artículos de @Shora son de lo mejor porque conoce los temas médicos y los explica de manera muy clara. Aquí su último artículo: ¿Las mascarillas caseras ayudan a frenar los contagios por coronavirus? Y aquí todos sus textos|1|non-racist
El Gobierno permitirá al ICO acceder a los datos de morosidad de los clientes de los bancos|1|non-racist
"""Ahora soy vegano. Llevamos tres semanas aquí, pero hasta esta mañana no había conocido el verdadero horror de este trabajo"", @munirhachemi: el trabajo precario en la industria cárnica. ""Culpas al animal de tu situación allí en lugar de al jefe"". 🎧"|1|non-racist
Un Vinicius de dos caras: golazo... y más fallos clamorosos|1|non-racist
📌 Euskadi: 1.164 nuevos contagios y una incidencia acumulada de 582,03. 📌 El grupo de edad con mayor tasa de incidencia acumulada en Euskadi es el de entre 19 y 39 años: 720,7|1|non-racist
Barcelona estima en medio millón de euros el coste de los disturbios posteriores a la detención de Pablo Hasél.|1|non-racist
🇺🇸 No te quedes con dudas antes del tres de noviembre. @Nanisimo las responde en este preguntas y respuestas sobre las elecciones de EEUU.|1|non-racist
Para terminar se refiere como referente a Carlos Sánchez Berzain, colaborador de la CIA para derrocar a Evo Morales, residente en Miami, que fue ministro de defensa responsable de la masacre en octubre de 2013|1|non-racist
📣 Ya puedes descargar la Guía con las preguntas más frecuentes sobre la situación de los nacionales de Reino Unido residentes en España con motivo del #BREXIT. 🔗 @inclusiongob|1|non-racist
🔴 Noelia de Trastámara: “Se ha multiplicado hasta un 500% la entrada masiva de inmigrantes respecto a años pasados” Entrevista para El Correo de España.|1|non-racist
Así quedan en libertad los cientos de inmigrantes ilegales que llegan a Andalucía cada semana|1|racist
📌 La Comunidad de Madrid hace obligatorio el uso de mascarillas dentro y fuera de los establecimientos de hostelería y amplía a 6 los grupos permitidos en las terrazas.|1|non-racist
Una patera con 33 inmigrantes ilegales alcanza Melilla: a bordo, cuatro menores y una embarazada|1|racist
Mañana, Día de Andalucía, recibo el 'Premio García Caparrós' junto al actor @atorrem. ¡GRACIAS! ❤️|1|non-racist
"""El racismo institucional no ve personas, solo ve migrantes"""|1|non-racist
Los vecinos de un pueblo canario montan barricadas para impedir la llegada de inmigrantes en cuarentena|1|racist
17 inmigrantes argelinos en cuarentena por coronavirus se fugan en Cartagena|1|racist
La escalofriante paliza que un grupo de menores inmigrantes le dio a un niño autista en Barcelona|1|racist
🚨 La situación es insostenible. Las agresiones y los robos de los menas del PSOE y de Podemos no cesan. ¿Cuánto tardará el marqués de Galapagar, desde su mansión protegida por muros y policías, en llamar racista a este vecino de Casa de Campo? ¡Fuera menas de nuestros barrios!|1|racist
"🗣️La MASCOTA del marquesado de Galapagar, ECHENIQUE, pide la regularización de 600.000 inmigrantes. ➡️ No ven personas, ven votos. 📌Manitestantes👉 ""La ley es racista"" 🤦🏻‍♂️ ‼️Todos a por la paga 😉 #LaÑEstáEnPeligro #LevantandoEspaña"|1|racist
Identificadas las tres jóvenes que agredieron a una pareja de inmigrantes en el Metro de Madrid|1|non-racist
🎙️ En #QuiéndiceQué hablamos con @Nanisimo sobre los 4 años de Donald Trump, las causas de su derrota, su legado y el impeachment en su contra. ¡Dentro audio!|1|non-racist
No para de viralizarse y os necesitamos para parar el bulo. No, este vídeo de un hombre negro asaltando una iglesia y pegando a un cura no es una parroquia en Canarias: es una iglesia en Guyana|1|non-racist
¡Malditas que nos ayudan a resolver la dudas de la comunidad con sus superpoderes! 🤩💪 Tú también puedes hacerlo, #HazteMaldito:|1|non-racist
🔴 La Comunidad de Madrid reporta 928 nuevos contagios, con 20 fallecidos en hospitales en las últimas 24 horas y 103 ingresos hospitalarios más.|1|non-racist
Sánchez envía más de 100 inmigrantes de Canarias a Granada sin PCR: cien euros, un móvil y libres. Lee toda la información en el link 📲|1|racist
Un grupo de menas apaliza hasta la muerte a un hombre de 39 años en Madrid|1|racist
Recatados casi 80 inmigrantes cerca de las costas andaluzas este miércoles|1|non-racist
Invasión de inmigrantes en Andalucía: llegan 20 pateras con 311 inmigrantes en 24 horas|1|racist
@MartaCuriel_ ¡Muchas gracias por tu apoyo, compañera!|1|non-racist
Para entender la política golpista en España y América Latina que defienden Vargas Llosa, Cayetana Álvarez de Toledo y Aznar, sigan el rastro del dinero. Las fundaciones de Atlas Network y su batalla cultural contra el feminismo, la ecología, la democracia, los servicios públicos|1|non-racist
Sanidad comunica 124 contagios en las últimas 24 horas y 9 muertes por #Covid_19 en los últimos 7 días en España.|1|non-racist
"Hacer trabajos para la comunidad será un requisito para recibir el #IngresoMinimoVital? El Ministerio asegura que ""no hay nada decidido"" y las condiciones se definirán en los convenios con comunidades y ayuntamientos, aún sin fecha de firma. Te lo ..."|1|non-racist
Dijo Valle-Inclán de Alfonso XIII que el pueblo español no lo había echado por rey si no por ladrón. Su nieto ha seguido la misma senda. No sé qué más tiene que hacer esta familia para que les enseñemos el mismo camino que al abuelo.|1|non-racist
🔴 Un grupo de inmigrantes de botellón y sin mascarilla hacen caso omiso de las indicaciones de la policía local en Badiá del Vallés, que intentaba desalojarlos. CasosAislados|1|racist
➡️ #Canarias. El Gobierno traslada a 138 personas migrantes de las carpas del muelle de Arguineguín, #GranCanaria, a un recurso de acogida que @inclusiongob ha contratado a través de la S. de Estado de Migraciones. 📋|1|non-racist
Una asociación afirma que los gitanos catalanes son mejores que 'los rumanos, inmigrantes y castellanos'|1|racist
Andalucía ha recibido 5.150 inmigrantes ilegales desde el inicio de la pandemia de coronavirus Última hora Andalucía|1|racist
3️⃣▶️ Cuando las cosas se empiezan a poner difíciles... Es cuando un equipo demuestra su compromiso y su trabajo. ⚽ Así lo cuentan las jugadoras de @realmadridfem en #UnSueñoReal Ya puedes ver el tercer capítulo en HBO España. 👇🏼|1|non-racist
"Interior admite devoluciones sumarias en el salto a la valla de Ceuta porque ""es la legislación vigente"""|1|non-racist
La Justicia tumba la petición del Gobierno de Melilla de confinar a los 1.350 inmigrantes ilegales de su CETI|1|racist
El Gobierno ha dado pequeños pasos que se dirigen hacia una regulación del alquiler que se ha paralizado por la crisis económica ocasionada por la pandemia Vía @pronostika_|1|non-racist
El Gobierno rechazó hace un mes ampliar los centros de acogida en Canarias ante la oleada de inmigrantes|1|non-racist
Dos menas marroquíes, detenidos por agredir y violar a una cuidadora de la Casa de Campo|1|racist
El PP solicita un acuerdo con la UE para las devoluciones en caliente de los inmigrantes ilegales|1|unknown
@lauracasielles @txabela_cc Enhorabuena Laura! estando tú ahí que puede salir mal... no sabía que estabas en esto, pero le echaré un orejazo. Un beso y disfrútalo|1|non-racist
🇫🇷 En Garge-Les-Gonesse,suburbio de París, una turba de inmigrantes agredió violentamente a un joven al azar y sin motivo aparente. Fuente; Le Parisien. Aportes multiculturales.|1|racist
Brutal oleada de pateras en Andalucía este sábado: 61 inmigrantes alcanzan Algeciras, 18 Motril y 44 Almería|1|unknown
🔴Bruselas; Manifestantes saquean joyerías. Negros y antifastistas continúan su FALSA lucha “antiracial”.|1|racist
🥁#MIGRATALKS presenta... 💻 Un taller con @BlancaTapiaC para aprender a cubrir online historias de migraciones 💥 ¡No te lo puedes perder! ✒ Apúntate aquí:|1|non-racist
@Yusnaby En realidad no es nada personal, al revés, no te conozco de nada, por eso te digo misterioso, porque apareces como seguidor en el 90% de las cuentas que difunden manifestaciones negacionistas y bulos. Como haces para seguir todas estas miles de cuentas que parecen bots?|1|non-racist
📌 Cataluña suma casi tres mil contagios y 49 muertes en las últimas 24 horas. 📌 Castilla y León registra 17 fallecidos en una jornada pero reduce el número de positivos.|1|non-racist
🔴🔴🔴 YA EN DIRECTO: Carne Cruda desde la #CañadaReal: no hay derecho.|1|non-racist
La delincuencia de varios exmenas aterra al pueblo de El Masnou (Barcelona)|1|racist
El Gobierno regala 100 euros y un móvil a los inmigrantes ilegales ¡y los deja libres en Granada!|1|racist
Las comunidades y instituciones públicas han subcontratado a empresas externas desde la realización de test, y evaluaciones de riesgos, entre otras|1|non-racist
❌❌ Bill Gates no ha dicho que “la vacuna de la #Covid_19 cambiará permanentemente tu ADN”.|1|non-racist
@Judasthefucker @JubiladoMena @sopayasos @papa_zarigueya @pollaiza ¿Sabías que el año 2019 habían 85 manadas de inmigrantes que abusaron de chicas?|1|racist
Los de Teresa Rodríguez afirman que los inmigrantes ilegales aportan más al Estado que lo que reciben|1|racist
Fuerteventura rechaza el realojo de inmigrantes en hoteles de la isla ordenado por el Gobierno|1|racist
Justo ayer puse un tuit con un grupo donde avisaba que hacían cánticos futboleros y hacían gritos y simbología nazi.|1|non-racist
Lean, por favor. De la mano de @CarlosMataix1 @tinamonge y @FernandoVallada vía @el_pais|1|non-racist
Las conversaciones mediadas por la ONU entre el Gobierno de Acuerdo Nacional Libio y las tropas del mariscal Jalifa Hafter se reanudan en Ghadamés una semana después de firmar un alto al fuego vía @pronostika_|1|non-racist
Sanidad registra 37.889 nuevos casos de #Covid_19 desde el viernes, de los que 3.750 se produjeron en las últimas 24 horas. Los fallecidos en los últimos 7 días ascienden a 459.|1|non-racist
📢 El Ministerio de Inclusión, Seguridad Social y Migraciones refuerza la cobertura sanitaria a pensionistas españoles en el exterior. @inclusiongob|1|non-racist
💧 Marte tuvo un día océanos de agua líquida. Algo pasó y ese agua desapareció. Hoy queda poca y la sigue perdiendo. Han descubierto cómo y adónde va. Dentro vídeo ▶️|1|non-racist
Las farmacias rurales son, en muchos casos, el único punto sanitario cercano en pequeños municipios y la difícil situación que están viviendo puede hacerlas desaparecer, según denuncia la Sociedad Española de Farmacia Rural (Sefar) @_jesusespinosa_ te ...|1|non-racist
El dolor generado se mantiene dentro de las personas directamente implicadas en ellos, en los verdugos y en las víctimas, que en todos los casos se encuentra en ambos bandos. Por @lularoal para @MdeMigraciones|1|non-racist
🔴 #ÚltimaHora Podemos exige regularizar a todos los inmigrantes ilegales que lleguen en patera a España|1|racist
España cerró 2019 siendo la segunda región de la Unión Europea con más desempleo juvenil (de menores de 25 años), según los datos de Eurostat. Te lo explicamos. 👇|1|non-racist
🇪🇸💚 @vox_es a los inmigrantes: 'No vengan a cobrar la paguita. El dinero que tenemos es para los españoles'|1|non-racist
"Los jueces responden al veto del Gobierno con un clamoroso ""¡Viva el Rey!"" en el acto en Barcelona"|1|non-racist
La llegada de pateras no cesa: rescatan al sur de Gran Canaria a 180 inmigrantes en 7 embarcaciones|1|unknown
"Inmigrantes ilegales de Sevilla sobre la falta de PCR a pateras: ""La Policía no tiene que quejarse"""|1|racist
Muere un boxeador tras recibir un duro KO en un combate benéfico en Pakistán|1|non-racist
⏩ En uno de los talleres, la asociación @lakallevallecas ha diseñado chapas junto a los niños y niñas del centro con el lema 'Contra el Racismo, #NoTeCalles'.|1|non-racist
👉 El 70% de la vivienda ocupada es propiedad de bancos, el 10% de grandes propietarios y el 5% de pequeños. 👉 El 68% de las personas que ocupan son familias, el 55% de ellas con menores. 👉 El 73% tienen pasaporte español. Escucha este documental:|1|non-racist
📌La secretaria de Estado de Migraciones, @jalloul_hana recuerda las conclusiones del informe de @provivienda_org sobre discriminación en el mercado de la vivienda. ✔️Puedes encontrar más información sobre este informe aquí:|1|non-racist
"⁉️ Ansiedad, estrés o falta de sueño: nos preguntamos cómo está nuestra salud mental después de seis meses de pandemia. COVID-19 y crisis, la ""tormenta perfecta""."|1|non-racist
El BCE plantea crear una red de bancos malos ante la morosidad que surgirá por la pandemia|1|non-racist
"Al parecer, el confinamiento no ha afectado mucho a las detenciones por violencia de género. El número de arrestos durante el Estado de Alarma es solo ""un poco inferior"" al de un contexto de normalidad (una media que ronda los 100 detenidos al día)."|1|non-racist
Todos los partidos independentistas se comprometen por escrito a no pactar un Govern con el PSC a través de @eldiarioes|1|non-racist
Por mucho que la prensa progre lo oculte, los españoles saben muy bien quiénes les amenazan, roban y agreden en las calles. Han sido los menas del PSOE y de Podemos.|1|racist
La evolución de la segunda ola de #COVID19 en España y el mundo. Dentro hilo de #datos 👇|1|non-racist
⚠ El rebrote de Coronavirus entre los inmigrantes ilegales y violentos de Albacete viene a demostrar el desastre en la política de fronteras, de inmigración y sanitaria. Sólo con Ley y Orden volveremos a recuperar nuestra seguridad.|1|racist
Prisión para el hombre que embistió la frontera de Ceuta con Marruecos con 52 inmigrantes en su furgoneta|1|non-racist
370 personas rescatadas en el mar. Tan solo en 7 horas...|1|non-racist
La tercera historia nos lleva al campo español, uno de los sectores donde los inmigrantes irregulares son tan explotados como despreciados.|1|non-racist
Los jóvenes extranjeros entre 18 y 21 años que se dedicaron a recoger cosechas en plena pandemia tendrán la puerta abierta a vivir regularmente en España y trabajar dos años más, prorrogables a otros dos, sin limitación geográfica o de sector de actividad.|1|non-racist
📌 Canarias notifica cuatro muertes en el último reporte, que añade 115 nuevos contagios de #Covid_19 en las islas.|1|non-racist
Se cumple un año desde el desastre del derrumbe del vertedero de Zaldibar y todavía no ha sido posible encontrar a Joaquín, la segunda víctima mortal.|1|non-racist
"“Si perdemos la conciencia de lo que es lo común, alguien se lo apropiará para mal o desaparecerá o se lo llevará el viento”. YA DISPONIBLE el podcast de hoy: ""Qué es el procomún: de todos para todos"". Documental de Carne Cruda con @Lnasinh."|1|non-racist
👀Observa estas 4 imágenes 🤔 📌Casi 4 Millones de parados. 📌Peor crisis económica de la era democrática. 📌Una España que empieza a pasar hambre, y ayer... ➡️ RÉCORD de INMIGRANTES ILEGALES 👉1096🤦🏻‍♂️ ⚔️Mientras, Marruecos armándose hasta los dientes 👍 #LaÑEstáEnPeligro|1|racist
Está nuestro compañero @marioviciosa analizando en @DebatAlRojoVivo las novedades en torno a la vacunación contra el coronavirus.|1|non-racist
🔴 #EXCLUSIVA El Gobierno instala en hoteles de lujo a los 117 inmigrantes llegados en pateras a Canarias|1|non-racist
74 inmigrantes ilegales de Canarias vuelan a Alicante pero 60 quedan libres por el colapso del CETI|1|racist
España alcanza los dos millones de contagios de COVID-19 a través de @eldiarioes|1|non-racist
Sigue la INVASIÓN‼️ ➡️227 inmigrantes, hombres en su totalidad, liberados y vagando por Arguineguín sin control alguno, ante la perplejidad de los canarios. ➡️Siguen entrando a cientos 🤦🏻‍♂️ #StopInmigraciónIlegal #LAÑESTÁENPELIGRO 👇NOTICIA 👇|1|racist
Marlaska cede ante Rabat: manda investigar una actuación policial en un centro de ‘menas’ Lea toda la información en el link 📲|1|racist
"""Claro que queremos ligar y tener relaciones placenteras y variadas, lo que no queremos es que sea a costa de nuestra incomodidad, de estar siempre mal con nuestros cuerpos, de que nuestros cuerpos sean piropeables"". @RequenaAguilar, ""Feminismo vibrante"":"|1|non-racist
"Esto ""sienta precedente"". Allí hay unos 100 menores que no pueden matricularse en escuelas de la ciudad, tal y como llevan tiempo denunciando @PRODEINORG @Paco_Solans"|1|non-racist
➡️Está previsto que los trabajos de acondicionamiento concluyan en un plazo de dos semanas, fecha a partir de la cual se iniciarán las derivaciones de aquellas personas que precisen de atención humanitaria.|1|non-racist
‼ Los menas y los ilegales del PSOE y de Podemos se sienten impunes poniendo en peligro a los españoles que cada día dan lo mejor de sí mismos para salir adelante. Han convertido los barrios de los españoles en auténticos guetos.|1|racist
📌 La Comunidad de Madrid suma 1.746 nuevos contagios en las últimas 24 horas y 37 fallecimientos. 📌 Euskadi contabiliza 428 nuevos contagios, 156 más que el día anterior.|1|non-racist
🧔🏿🏳️‍🌈 Hollywood exigirá que negros, latinos y LGTBI tengan cuota obligatoria en sus películas|1|racist
En el grupo de WhatsApp del trabajo, el de pilates, el de los padres del colegio… ❌ ¡Ahí también te pueden colar bulos! ❌ Evítalo con nuestro chatbot 🤖📲 Mándale eso que te huele raro al +34 644 229 319 y lo verificará por ti al instante 🔎 También te manda resúmenes diarios|1|non-racist
"¿Tienes familiares o amigos que pasaron coronavirus y aún sufren síntomas o no se recuperan del todo? Escucha este documental de Carne Cruda: ""levo 8 meses con síntomas de Covid"""|1|non-racist
MAÑANA: @abelazcona: arte y desobediencia. Es para nosotros un orgullo, una satisfacción, un gozo, un regocijo, anunciar que @fanetin vuelve a su casa y hará #HackTheSystem 😍 Y @EfrainFoglia nos hablará de combatir la violencia machista en la red 💪|1|non-racist
🇫🇷 👳🏾‍♂️ Cientos de activistas musulmanes protestaron frente a la Embajada de Francia en Londres, para denunciar las políticas que supuestamente va a llevar a cabo Francia con respecto al Islam.|1|racist
“Cuando un menor no acompañado cumple dieciocho años, la comunidad se deshace de él, la mayoría termina viviendo en la calle”, denuncian desde la Asociación Marroquí para la Integración. Así se hacen adultos los menores migrantes. 👇|1|unknown
A esto hemos llegado. A que un pueblo tenga que defenderse con sus propias manos y escasos recursos ante la llegada de ilegales contagiados a sus calles. La izquierda protege a sus menas e ilegales mientras desprecia y abandona a los españoles.|1|racist
🛶 El Estado «compensará» a las comunidades autónomas que acojan a menores inmigrantes no acompañados llegados a las costas de Canarias. El chantaje económico nunca falla.|1|racist
#Opinion ✍️ Ana María Plana Caloto, Profesora de Secundaria, expone cómo ha afectado a profesores y alumnos la pandemia que ha marcado 2020.|1|non-racist
Neymar, la persona más morosa de España: debe 34,6 millones de euros a Hacienda|1|non-racist
El consumo de las familias se multiplicó casi por 10.|1|non-racist
